module,key,english,old_zh,translation
mangoNoSqlDatabase,mangoNoSql.migrationCancelFailed,SQL Migrate cancel failed,SQL Migrate cancel failed,SQL遷移取消失敗
mangoNoSqlDatabase,mangoNoSql.migrationCancelRequested,SQL Migrate cancel requested,SQL Migrate cancel requested,SQL遷移取消請求
mangoNoSqlDatabase,mangoNoSql.migrationError,{0},{0},{0}
mangoNoSqlDatabase,mangoNoSql.migrationRemotePointNotFound,No remote point found for xid: ''{0}''. Skipping import of this point.,No remote point found for xid: ''{0}''. Skipping import of this point.,沒有找到XID的遠端點：''{0}''。跳過這一點的匯入。
mangoNoSqlDatabase,mangoNoSql.migrationLocalPointNotFound,No local point found for xid: ''{0}''. Skipping import of this point.,No local point found for xid: ''{0}''. Skipping import of this point.,找不到XID的本地點：''{0}''。跳過這一點的匯入。
mangoNoSqlDatabase,mangoNoSql.merge,Merge Mango NoSQL Data into Mango,Merge TSDB Data into Mango,將 Mango NOSQL資料合併為 Mango 
mangoNoSqlDatabase,mangoNoSql.sourceTsdbLocation,Source Mango NoSQL database location,Source TSDB location,源 Mango NOSQL資料庫位置
mangoNoSqlDatabase,mangoNoSql.mergeNow,Merge Mango NoSQL now,Merge TSDB now,現在合併 Mango nosql
mangoNoSqlDatabase,mangoNoSql.status,Status,Status,地位
mangoNoSqlDatabase,mangoNoSql.count,Total points processed,Total points processed,總點處理
mangoNoSqlDatabase,mangoNoSql.values,Total values,Total values,總數值
mangoNoSqlDatabase,mangoNoSql.runTime,Run Time,Run Time,執行時間
mangoNoSqlDatabase,mangoNoSql.mergeRunning,Running,NoSQL Migrate already running,執行
mangoNoSqlDatabase,mangoNoSql.noPointsToMerge,No points to merge,No points to merge,沒有點合併
mangoNoSqlDatabase,mangoNoSql.mergeNotRunning,Idle,Idle,閒置的
mangoNoSqlDatabase,mangoNoSql.mergeRunning,Running,NoSQL Migrate already running,執行
mangoNoSqlDatabase,mangoNoSql.mergeCancelled,Mango NoSQL Merge cancelled,TSDB Merge cancelled, Mango NOSQL合併已取消
mangoNoSqlDatabase,mangoNoSql.mergeCancelFailed,Mango NoSQL Merge cancel failed,TSDB Merge cancel failed, Mango NOSQL合併取消失敗
mangoNoSqlDatabase,mangoNoSql.mergeCancelRequested,Mango NoSQL Merge cancel requested,TSDB Merge cancel requested, Mango NOSQL合併取消請求
mangoNoSqlDatabase,mangoNoSql.tsdbToMergeDoesNotExist,NoSQL database to merge not found,NoSQL to merge not found,NOSQL資料庫未找到合併
mangoNoSqlDatabase,mangoNoSql.mergeError,{0},{0},{0}
mangoNoSqlDatabase,mangoNoSql.mergeRemotePointNotFound,No remote point found for data point with xid: ''{0}''. Skipping merge of this point.,No remote point found for data point with xid: ''{0}''. Skipping merge of this point.,沒有XID的資料點找到遠端點：''{0}''。跳過這一點的合併。
mangoNoSqlDatabase,mangoNoSql.mergePropertiesFailure,Exception loading merge db.properties file.,Exception loading merge db.properties file.,異常載入合併DB.Properties檔案。
mangoNoSqlDatabase,mangoNoSql.mergeNoDbProperties,No db.properties file in database to be merged.,No db.properties file in database to be merged.,資料庫中沒有db. -properties檔案。
mangoNoSqlDatabase,mangoNoSql.cannotMergeIntoSelf,Source database cannot be current Mango database.,Source database cannot be current Mango database.,源資料庫不能是當前的 Mango 資料庫。
mangoNoSqlDatabase,mangoNoSql.mergration,Migrate Mango NoSQL Data into Mango,Migrate NoSQL Data into Mango,將 Mango NOSQL資料遷移到 Mango 
mangoNoSqlDatabase,mangoNoSql.mergrateNow,Mirgrate Mango NoSQL Now,Mirgrate NoSQL Now,mirgrate Mango nosql現在
mangoNoSqlDatabase,mangoNoSql.mergrationStatus,Status,Status,地位
mangoNoSqlDatabase,mangoNoSql.mergrationCount,Total points processed,Total points processed,總點處理
mangoNoSqlDatabase,mangoNoSql.mergrationValues,Total values,Total values,總數值
mangoNoSqlDatabase,mangoNoSql.mergrationTime,Run Time,Run Time,執行時間
mangoNoSqlDatabase,mangoNoSql.mergrateRunning,Mango NoSQL migration already running,NoSQL migration already running, Mango NOSQL遷移已經在執行
mangoNoSqlDatabase,mangoNoSql.noPointsToMergrate,No points to migrate,No points to migrate,沒有遷移的要點
mangoNoSqlDatabase,mangoNoSql.startDate,Start date,Start date,開始日期
mangoNoSqlDatabase,mangoNoSql.endDate,End date,End date,結束日期
mangoNoSqlDatabase,mangoNoSql.mergrationNotRunning,Idle,Idle,閒置的
mangoNoSqlDatabase,mangoNoSql.mergrationRunning,Running,Running,執行
mangoNoSqlDatabase,mangoNoSql.mergrationCancelled,Mango NoSQL migrate cancelled,NoSQL migrate cancelled, Mango nosql遷移取消
mangoNoSqlDatabase,mangoNoSql.mergrationCancelFailed,Mango NoSQL migrate cancel failed,NoSQL migrate cancel failed, Mango nosql遷移取消失敗
mangoNoSqlDatabase,mangoNoSql.mergrationCancelRequested,Mango NoSQL migration cancel requested,NoSQL migration cancel requested, Mango NOSQL遷移取消請求
mangoNoSqlDatabase,mangoNoSql.mergrationError,{0},{0},{0}
mangoNoSqlDatabase,mangoNoSql.mergrationRemotePointNotFound,No remote point found for xid: ''{0}''. Skipping import of this point.,No remote point found for xid: ''{0}''. Skipping import of this point.,沒有找到XID的遠端點：''{0}''。跳過這一點的匯入。
mangoNoSqlDatabase,mangoNoSql.mergrationLocalPointNotFound,No local point found for xid: ''{0}''. Skipping import of this point.,No local point found for xid: ''{0}''. Skipping import of this point.,找不到XID的本地點：''{0}''。跳過這一點的匯入。
mangoNoSqlDatabase,mangoNoSql.tsdbToMergrateDoesNotExist,Source Mango NoSQL database does not exist,Source TSDB does not exist,源 Mango NOSQL資料庫不存在
mangoNoSqlDatabase,mangoNoSql.backupFileListDesc,A list of NoSQL backup files from the configured backup directory.,A list of NoSQL backup files from the configured backup directory.,來自配置的備份目錄的NOSQL備份檔案列表。
mangoNoSqlDatabase,mangoNoSql.pointJsonDataStoreSizeDesc,Get the size of the point-JSON-time NoSQL database.,Get the size of the point-JSON-time NoSQL database.,取得點json時間NOSQL資料庫的大小。
mangoNoSqlDatabase,mangoNoSql.statsDesc,Get current statistics for the performance of the point-value-time NoSQL database.,Get current statistics for the performance of the point-value-time NoSQL database.,取得有關點值時間NOSQL資料庫的當前統計資訊。
mangoNoSqlDatabase,mangoNoSql.event.freeMode,"Mango NoSQL database is running in free mode, Mango will shutdown at {0}.","Mango NoSQL database is running in free mode, Mango will shutdown at {0}.", Mango NOSQL資料庫以自由模式執行， Mango 將在{0}處關閉。
mangoNoSqlDatabase,mangoNoSql.event.freeModeSimple,"Mango NoSQL database is running in free mode, Mango will shutdown","Mango NoSQL database is running in free mode, Mango will shutdown", Mango NOSQL資料庫以自由模式執行， Mango 將關閉
mangoNoSqlDatabase,mangoNoSql.backdatePosterRunning,Backdate poster running,Backdate poster running,Backdate poster running
mangoNoSqlDatabase,mangoNoSql.backdatesQueued,Backdates queued,Backdates queued,Backdates queued
mangoNoSqlDatabase,mangoNoSql.totalBackdates,Total backdates,Total backdates,總回報
mangoNoSqlDatabase,mangoNoSql.sqlStatement,SQL statement,SQL statement,SQL語句
mangoNoSqlDatabase,mangoNoSql.executeSql,Query,Query,詢問
mangoNoSqlDatabase,mangoNoSql.restore,Restore Mango NoSQL database,Restore TSDB database,還原 Mango NOSQL資料庫
mangoNoSqlDatabase,mangoNoSql.restoreNow,Restore now,Restore now,現在還原
mangoNoSqlDatabase,mangoNoSql.selectBackup,Select backup,Select backup,選擇備份
mangoNoSqlDatabase,mangoNoSql.backupFiles,Backup files,Backup files,備份檔案
mangoNoSqlDatabase,mangoNoSql.incrementalRestore,Incremental Restore,Incremental Restore,增量還原
mangoNoSqlDatabase,mangoNoSql.validate.fileDoesNotExist,Restore file does not exist: {0},Restore file does not exist: {0},還原檔案不存在：{0}
mangoNoSqlDatabase,mangoNoSql.restoreNotRunning,Restore not running,Restore not running,還原未執行
mangoNoSqlDatabase,mangoNoSql.restoreCancelled,Restore cancelled,Restore cancelled,還原取消
mangoNoSqlDatabase,mangoNoSql.restoreCancelFailed,Restore cancel failed,Restore cancel failed,還原取消失敗
mangoNoSqlDatabase,mangoNoSql.restoreCancelRequested,Restore cancel requested,Restore cancel requested,還原取消請求
mangoNoSqlDatabase,mangoNoSql.restoreRunning,Restore running,Restore running,還原執行
mangoNoSqlDatabase,mangoNoSql.restoreError,{0},{0},{0}
mangoNoSqlDatabase,mangoNoSql.validate.notDirectory,Not a directory,Not a directory,不是目錄
mangoNoSqlDatabase,mangoNoSql.restoreSource,Source directory,Source directory,源目錄
mangoNoSqlDatabase,mangoNoSql.restoreDestination,Destination directory,Destination directory,目標目錄
mangoNoSqlDatabase,mangoNoSql.event.dataLost,Data Lost Event,Data Lost Event,資料丟失事件
mangoNoSqlDatabase,mangoNoSql.event.dataLostEventMessage,"Unable to save {0} point values due to: {1}, check logs for more information.","Unable to save {0} point values due to: {1}, check logs for more information.",由於：{1}無法保存{0}點值，請檢查日誌以取得更多資訊。
mangoNoSqlDatabase,mangoNoSql.event.dataQueued,Data Queued Event,Data Queued Event,資料排隊事件
mangoNoSqlDatabase,mangoNoSql.event.dataQueuedEventMessage,"Point value data being queued, current queue size {0}","Point value data being queued, current queue size {0}",點值資料被排隊，當前隊列大小{0}
mangoNoSqlDatabase,mangoNoSql.lastFlushTime,Last flush execution time (ms),Last flush execution time (ms),最後的沖洗執行時間（MS）
mangoNoSqlDatabase,mangoNoSql.openFiles,Open files,Open files,打開檔案
mangoNoSqlDatabase,mangoNoSql.openShards,Open shards,Open shards,開放式碎片
mangoNoSqlDatabase,mangoNoSql.writeCount,Write count,Write count,寫入計數
mangoNoSqlDatabase,mangoNoSql.writesPerSecond,Writes per second,Writes per second,每秒寫入
mangoNoSqlDatabase,mangoNoSql.settingsSaved,Mango NoSQL settings saved,Mango NoSQL settings saved, Mango NOSQL設定保存
mangoNoSqlDatabase,mangoNoSql.linksReloaded,Shard links reloaded,Shard links reloaded,碎片鏈接重新載入
mangoNoSqlDatabase,mangoNoSql.reloadedPercentage,Series link reloading completed:,Series link reloading completed:,系列鏈接重新載入完成：
mangoNoSqlDatabase,mangoNoSql.reloadLinksFailed,Reload links failed: {0},Reload links failed: {0},重新載入鏈接失敗：{0}
mangoNoSqlDatabase,mangoNoSql.reloadingLinks,Reloading links,Reloading links,重新載入鏈接
mangoNoSqlDatabase,mangoNoSql.noSqlBackup,NoSQL backup,NoSQL backup,NOSQL備份
mangoNoSqlDatabase,mangoNoSql.backupSuccess,backed up to {backupFile},backed up to {backupFile},備份到{backupfile}
mangoNoSqlDatabase,mangoNoSql.incrementalBackups,Incremental backups,Incremental backups,增量備份
mangoNoSqlDatabase,mangoNoSql.backupFileCountCaution,"Caution, when using incremental backups make sure enough versions are kept to retain the data you desire.","Caution, when using incremental backups make sure enough versions are kept to retain the data you desire.",注意，當使用增量備份時，請確保保持足夠的版本以保留所需的資料。
mangoNoSqlDatabase,mangoNoSql.writeBehindSpawnThreshold,Batch write behind spawn threshold,Batch write behind spawn threshold,批次寫入在產卵閾值後面
mangoNoSqlDatabase,mangoNoSql.writeBehindMaxInstances,Max batch write behind tasks,Max batch write behind tasks,最大批次寫入在任務後面
mangoNoSqlDatabase,mangoNoSql.writeBehindMaxInserts,Maximum batch size,Maximum batch size,最大批量大小
mangoNoSqlDatabase,mangoNoSql.writeBehindMinInserts,Minimum batch size,Minimum batch size,最小批量尺寸
mangoNoSqlDatabase,mangoNoSql.stalePointCleanInterval,Point clean interval (ms),Point clean interval (ms),點清潔間隔（MS）
mangoNoSqlDatabase,mangoNoSql.stalePointDataPeriod,Stale data period (ms),Stale data period (ms),過時的資料周期（MS）
mangoNoSqlDatabase,mangoNoSql.batchProcessPeriodMs,Batch process manager period (ms),Batch process manager period (ms),批處理過程經理期（MS）
mangoNoSqlDatabase,mangoNoSql.minDataFlushInterval,Minimum time to wait before flushing a small batch (ms),Minimum time to wait before flushing a small batch (ms),最少的時間等待，然後沖洗小批量（MS）
mangoNoSqlDatabase,mangoNoSql.statusUpdatePeriod,Status update period (ms),Status update period (ms),狀態更新期（MS）
mangoNoSqlDatabase,mangoNoSql.writeBehindBackdateDelay,Delay for writing backate batches (ms),Delay for writing backate batches (ms),延遲編寫入備用批次（MS）
mangoNoSqlDatabase,mangoNoSql.corruptionScanThreadCount,Corruption scan task threads,Corruption scan task threads,損壞掃描任務線程
mangoNoSqlDatabase,mangoNoSql.intraShardPurge,Purge within shards,Purge within shards,在碎片內清除
mangoNoSqlDatabase,mangoNoSql.migration.fromCannotBeAfterTo,From date must be before to date,From date must be before to date,從日期起必須是之前
mangoNoSqlDatabase,mangoNoSql.migration.highPriority,High priority,High priority,高優先級
mangoNoSqlDatabase,mangoNoSql.migration.mediumPriority,Medium priority,Medium priority,中優先級
mangoNoSqlDatabase,mangoNoSql.migration.lowPriority,Low priority,Low priority,低優先級
mangoNoSqlDatabase,mangoNoSql.merge.notEnoughFileDescriptors,"Merge failed, you need {0} available file descriptors but only have {1}","Merge failed, you need {0} available file descriptors but only have {1}",合併失敗，您需要{0}可用的檔案描述符，但只有{1}
mangoNoSqlDatabase,mangoNoSql.databaseState,State,State,狀態
mangoNoSqlDatabase,mangoNoSql.markAsDirty,Mark as dirty,Mark as dirty,標記為骯髒
mangoNoSqlDatabase,mangoNoSql.dirtyDatabase,Dirty database,Dirty database,骯髒資料庫
mangoNoSqlDatabase,mangoNoSql.cleanDatabase,Clean database,Clean database,清潔資料庫
mangoNoSqlDatabase,mangoNoSql.systemSettings.reallyBackupNow,Really backup now?,Really backup now?,現在真的備份了嗎？
mangoNoSqlDatabase,mangoNoSql.systemSettings.reloadLinkLookupFast,Reload links (fast),Reload links (fast),重新載入鏈接（快速）
mangoNoSqlDatabase,mangoNoSql.systemSettings.reloadLinkLookupSlow,Reload links and shuffle shards,Reload links and shuffle shards,重新載入鏈接和洗牌片
mangoNoSqlDatabase,mangoNoSql.systemSettings.reallyReloadLinks,Really reload links?,Really reload links?,真的重新載入鏈接嗎？
mangoNoSqlDatabase,mangoNoSql.permission.backup,NoSQL backup,NoSQL backup,NOSQL備份
mangoNoSqlDatabase,mangoNoSql.permission.restore,NoSQL restore,NoSQL restore,NOSQL還原
mangoNoSqlDatabase,mangoNoSql.permission.reloadLinks,NoSQL reload links,NoSQL reload links,NOSQL重新載入鏈接
mangoNoSqlDatabase,mangoNoSql.validate.direcotryDNE,Directory does not exist,Directory does not exist,目錄不存在
mangoNoSqlDatabase,mangoNoSql.validate.directoryNotWritable,Directory not writable,Directory not writable,目錄不寫入
mangoNoSqlDatabase,mangoNoSql.validate.locationNotDirectory,Location is not a directory,Location is not a directory,位置不是目錄
mangoNoSqlDatabase,dox.mangoNoSqlSettings,NoSQL Settings Help,NoSQL Settings Help,NOSQL設定有幫助
mangoNoSqlDatabase,dox.mangoNoSqlMigration,SQL Data Migration Help,SQL Data Migration Help,SQL資料遷移幫助
mangoNoSqlDatabase,dox.mangoNoSqlRestore,Restore Database Help,Restore Database Help,還原資料庫幫助
mangoNoSqlDatabase,dox.mangoNoSqlMerge,Mango NoSQL Merge Database Help,TSDB Merge Database Help, Mango NOSQL合併資料庫幫助
mangoNoSqlDatabase,dox.mangoNoSqlMergration,Mango NoSQL Data Migration Help,NoSQL Data Migration Help, Mango NOSQL資料遷移幫助
mangoNoSqlDatabase,rest.error.noSql.recordTooLarge,Record too large,Record too large,記錄太大
mangoNoSqlDatabase,rest.error.noSql.someRecordsTooLarge,Some records too large,Some records too large,某些記錄太大了
mangoUI,ui.settings.publicUrlPrefix,Public URL prefix,Public URL prefix,公共URL前綴
mangoUI,ui.settings.privateUrlPrefix,Private URL prefix,Private URL prefix,私有URL前綴
mangoUI,ui.dox.virtualSerialPort,Mango serial socket bridges,Mango serial socket bridges,Mango serial socket 橋接
mangoUI,ui.dox.runTimeStatus,Data source runtime status,Data source runtime status,資料來源執行時狀態
mangoUI,ui.dox.dataPoint,Data point,Data point,資料點
mangoUI,ui.dox.datePresets,Date pickers and presets,Date pickers and presets,資料選取和預設
mangoUI,ui.dox.stateChart,Multistate chart,Multistate chart,多標圖
mangoUI,ui.dox.switchImage,Switch image,Switch image,開關圖像
mangoUI,ui.dox.tanks,Tanks,Tanks,Tanks
mangoUI,ui.dox.statePieChart,State pie chart,State pie chart,狀態餅圖
mangoUI,ui.dox.latestPointValues,Latest point values,Latest point values,最新的點值
mangoUI,ui.dox.pointArrayLineChart,Line chart from array,Line chart from array,陣列的線圖
mangoUI,ui.dox.pointArrayTable,Point value table,Point value table,點值表
mangoUI,ui.dox.pointArrayTemplating,Point arrays & templating,Point arrays & templating,點陣列和範本
mangoUI,ui.dox.templating,Templating,Templating,範本
mangoUI,ui.dox.getPointByXid,Get point by XID,Get point by XID,取得XID點
mangoUI,ui.dox.liveUpdatingChart,Live updating chart,Live updating chart,實時更新圖表
mangoUI,ui.dox.sliders,Sliders,Sliders,Sliders
mangoUI,ui.dox.styleViaValue,Style via value,Style via value,通過Value的樣式
mangoUI,ui.dox.multistateRadio,Multistate radio buttons,Multistate radio buttons,多標準選取按鈕
mangoUI,ui.dox.extendApp,Extend app,Extend app,擴展應用程序
mangoUI,ui.dox.pointHierarchyLineChart,Point hierarchy line chart,Point hierarchy line chart,點層次結構圖表
mangoUI,ui.dox.loginPageTemplate,App with login page,App with login page,帶有登錄頁面的應用程序
mangoUI,ui.dox.dailyComparisonChart,Daily comparison chart,Daily comparison chart,每日比較圖
mangoUI,ui.dox.dataSourcePage,Data Source Page,Data Source Page,資料來源頁面
mangoUI,ui.dox.watchList,Watch List,Watch List,觀看列表
mangoUI,ui.dox.eventHandlers,Event Handlers,Event Handlers,事件處理程序
mangoUI,ui.dox.eventHandlers.email,Email event handlers,Email event handlers,電子郵件事件處理程序
mangoUI,ui.dox.eventHandlers.setPoint,Set point event handlers,Set point event handlers,設定點事件處理程序
mangoUI,ui.dox.eventHandlers.process,Process event handlers,Process event handlers,過程事件處理程序
mangoUI,ui.dox.svgWindRose,Wind rose,Wind rose,風升
mangoUI,ui.dox.userAuthTokens,User auth tokens,User auth tokens,用戶驗證令牌
mangoUI,ui.dox.googleMaps,Google Maps,Google Maps,Google地圖
mangoUI,ui.dox.adaptiveLayouts,Adaptive layouts,Adaptive layouts,自適應佈局
mangoUI,ui.dox.apiDocs,API docs,API docs,API文檔
mangoUI,ui.dox.components,Components,Components,成分
mangoUI,ui.dox.freeMarker,Free Marker Templates,Free Marker Templates,免費標記範本
mangoUI,ui.app.editMenuNote,"Note: Changes to the URL path, the linked page or the template will not take effect until you reload your browser window.","Note: Changes to the URL path, the linked page or the template will not take effect until you reload your browser window.",注意：更改URL路徑，鏈接頁面或範本將在重新載入瀏覽器窗口之前不會生效。
mangoUI,ui.app.permissionRequiredHint,Require any of these permissions to show the menu item,If user doesn't have any of these permissions the item won't be shown.,需要這些權限中的任何一個以顯示菜單項
mangoUI,ui.app.roleRequired,Require role,Require role,需要角色
mangoUI,ui.app.roleRequiredHint,Require any of these roles to show the menu item (every user implicitly has the 'user' role),Require any of these roles to show the menu item (every user implicitly has the 'user' role),需要這些角色中的任何一個以顯示菜單項（每個用戶都隱含具有“用戶”角色）
mangoUI,ui.app.templateUrlHint,Template URLs are relative to the ui directory.,Template URLs are relative to the ui directory.,範本URL相對於UI目錄。
mangoUI,ui.app.stateUrlHint,Choose a path for this menu item. The path is prepended with the parent URL.,Choose a path for this menu item. The path is prepended with the parent URL.,選擇此菜單項的路徑。用父級網址預式路徑。
mangoUI,ui.app.stateNameHint,The full state name is {0},The full state name is {0},完整的狀態名稱為{0}
mangoUI,ui.app.menuPath,Menu path,Menu path,菜單路徑
mangoUI,ui.app.defaultUrlHint,"User's home URL takes precedence, URL is relative to /ui","User's home URL takes precedence, URL is relative to /ui",用戶的家庭URL優先，URL與 /UI相關
mangoUI,ui.app.expandDateBar,Expand date bar,Expand Date Bar,擴展日期欄
mangoUI,ui.app.openHelpPageInNewWindow,Open help in new window,Open help in new window,在新窗口中開放幫助
mangoUI,ui.app.noPointsToDisplay,No data points to display,No data points to display,沒有顯示的資料點
mangoUI,ui.app.loadingPoints,Loading data points...,Loading data points...,載入資料點...
mangoUI,ui.app.noMatchesFound,No matches found for '{0}',No matches found for '{0}',找不到'{0}'的符合項
mangoUI,ui.app.confirmRestoreDefaultMenu,All of your custom menu items will be lost and the menu will be restored to the default configuration.,All of your custom menu items will be lost and the menu will be restored to the default configuration.,您的所有自定義菜單項將丟失，菜單將恢復為預設配置。
mangoUI,ui.app.copyToNewPage,Copy markup to new custom page,Copy markup to new custom page,將標記複製到新的自定義頁面
mangoUI,ui.app.watchList,Watch lists,Watch List,觀看列表
mangoUI,ui.app.addExpression,Add expression,Add expression,新增表達
mangoUI,ui.app.rql,RQL,RQL,RQL
mangoUI,ui.app.dataSource,Data source,Data source,資料來源
mangoUI,ui.app.static,Static,Static,靜止的
mangoUI,ui.app.start,Start,Start,開始
mangoUI,ui.app.watchLists,Watch lists,Watch Lists,觀看列表
mangoUI,ui.app.dataSources,Data sources,Data Sources,資料來源
mangoUI,ui.app.dataSourceX,Data source {0},Data source {0},資料來源{0}
mangoUI,ui.app.filterDataPoints,Show filter inputs,Filter data points,顯示過濾器輸入
mangoUI,ui.app.dataPoint,Data point,Data Point,資料點
mangoUI,ui.app.dataPoints,Data points,Data Points,資料點
mangoUI,ui.app.metaDataPoints,Meta data points,Meta Data Points,元資料點
mangoUI,ui.app.publishers,Publishers,Publishers,出版商
mangoUI,ui.app.xEventHandlers,"{0, plural, =0{Handle this event type} =1{1 event handler} other{# event handlers}}","{0, plural, =0{Handle this event type} =1{1 event handler} other{# event handlers}}",{0，複數，= 0 {處理此事件類型} = 1 {1事件處理程序}其他{＃Event Handlers}}
mangoUI,ui.app.eventTypes,Event types,Event types,事件類型
mangoUI,ui.app.inactiveSchedule,Inactive Schedule,Inactive Schedule,不活動的時間表
mangoUI,ui.app.path,Hierarchy path,Hierarchy path,層次結構路徑
mangoUI,ui.app.set,Set,Set,放
mangoUI,ui.app.acknowledgeXEvents,"Acknowledge {0, plural, =1{1 event} other{# events}}","Acknowledge {0, plural, =1{1 event} other{# events}}",確認{0，複數，= 1 {1 evert}其他{＃events}}}
mangoUI,ui.app.acknowledgedStatus,Acknowledgment status,Acknowledgment status,確認狀態
mangoUI,ui.app.acknowledgedByAt,Acknowledged by {0} at {1},Acknowledged by {0} at {1},{0}在{1}上認可
mangoUI,ui.app.eventId,Event ID,Event ID,事件ID
mangoUI,ui.app.data,Data,Data,資料
mangoUI,ui.app.point,Point,Point,點
mangoUI,ui.app.source,Source,Source,來源
mangoUI,ui.app.dateRangePreset,Quick dates,Quick dates,快速日期
mangoUI,ui.app.rollupType,Rollup type,Rollup type,滾動類型
mangoUI,ui.app.rollupIntervals,Rollup interval,Rollup interval,滾動間隔
mangoUI,ui.app.rollupUnit,Rollup unit,Rollup unit,滾動單元
mangoUI,ui.app.autoRollup,Auto rollup,Auto rollup,自動匯總
mangoUI,ui.app.updateIntervals,Update interval,Update interval,更新間隔
mangoUI,ui.app.stats,Stats,Stats,統計
mangoUI,ui.app.stacked,Stacked,Stacked,堆疊
mangoUI,ui.app.stackType,Stack type,Stack type,堆棧類型
mangoUI,ui.app.chooseMarker,Choose marker to edit,Choose marker to edit,選擇要編輯的標記
mangoUI,ui.app.lat,Latitude,Latitude,緯度
mangoUI,ui.app.long,Longitude,Longitude,經度
mangoUI,ui.app.selectMarkerIcon,Select marker icon,Select marker icon,選擇標記圖標
mangoUI,ui.app.newMarker,New marker,New marker,新標記
mangoUI,ui.app.farLeft,Outer left,Outer left,外部左
mangoUI,ui.app.farRight,Outer right,Outer right,外部右
mangoUI,ui.app.pickColors,Pick colors,Pick colors,選擇顏色
mangoUI,ui.app.configureNextPoint,Configure next point,Configure next point,配置下一點
mangoUI,ui.app.lineColor,Line color,Line color,線顏色
mangoUI,ui.app.leftAxis,Left axis,Left axis,左軸
mangoUI,ui.app.rightAxis,Right axis,Right axis,右軸
mangoUI,ui.app.outerLeftAxis,Outer left axis,Outer left axis,左外軸
mangoUI,ui.app.OuterRightAxis,Outer right axis,Outer right axis,右外軸
mangoUI,ui.app.mapsApiKey,Google Maps Api Key,Google Maps Api Key,Google地圖API密鑰
mangoUI,ui.app.googleAnalyticsPropertyId,Google Analytics Property ID,Google Analytics Property ID,Google Analytics（分析屬性ID）
mangoUI,ui.app.dateBarAndRollup,Date and rollup,Date and rollup,日期和匯總
mangoUI,ui.app.pattern,Pattern,Pattern,圖案
mangoUI,ui.app.autoSwitchTime,Auto switch to time,Auto switch to time,自動切換到時間
mangoUI,ui.app.nameContains,Name contains,Name contains,名稱包含
mangoUI,ui.app.nameIsLike,Name is like,Name is like,名字就像
mangoUI,ui.app.hierarchyPath,Hierarchy path,Hierarchy path,層次結構路徑
mangoUI,ui.app.subFoldersOnly,Sub folders only,Sub folders only,僅子檔案夾
mangoUI,ui.app.dataSourceXid,Data source XID,Data source XID,資料來源XID
mangoUI,ui.app.dataSourceName,Data source name,Data source name,資料來源名稱
mangoUI,ui.app.nameMatches,Name matches,Name matches,名稱符合
mangoUI,ui.app.filteringSelect,Searchable dropdown,Searchable dropdown,可搜索的下拉列表
mangoUI,ui.app.csv,CSV (single value column),CSV (single value column),CSV（單值列）
mangoUI,ui.app.csvCombined,CSV (separate value columns),CSV (separate value columns),CSV（單獨的值列）
mangoUI,ui.app.json,JSON (separate arrays),JSON (separate arrays),JSON（單獨的數組）
mangoUI,ui.app.jsonCombined,JSON (combined array),JSON (combined array),JSON（組合陣列）
mangoUI,ui.app.downloadDataForCheckedPoints,Download data for checked points only,Download data for checked points only,僅下載資料僅用於檢查點
mangoUI,ui.app.downloadDataForAllPoints,Download data for all points on watch list,Download data for all points on watch list,在觀察列表上下載所有點的資料
mangoUI,ui.app.timeFormat,Time format,Time format,時間格式
mangoUI,ui.app.timeFormat.iso,ISO 8601,ISO 8601,ISO 8601
mangoUI,ui.app.timeFormat.epoch,Epoch timestamp,Epoch timestamp,時期時間戳
mangoUI,ui.app.timeFormat.excelCompatible,Excel,Excel,Excel
mangoUI,ui.app.timeFormat.excelCompatibleMs,Excel (ms precision),Excel (ms precision),Excel（MS Precision）
mangoUI,ui.app.timezone.utc,UTC,UTC,世界標準時間
mangoUI,ui.app.cancelledOrNoResponse,Cancelled or no response,Cancelled or no response,取消或沒有回复
mangoUI,ui.app.downloadPointValues,Download point values,Download point values,下載點值
mangoUI,ui.app.errorSavingWatchlist,Error saving watch list: {0},Error saving watch list: {0},保存錯誤觀察列表：{0}
mangoUI,ui.app.watchListSaved,Watch list saved successfully,Watch list saved successfully,觀看列表成功保存
mangoUI,ui.app.discardUnsavedChanges,Discard unsaved changes?,Discard unsaved changes?,丟棄未保存的更改？
mangoUI,ui.app.pageSaved,Page '{0}' saved,Page '{0}' saved,頁面'{0}'保存
mangoUI,ui.app.errorSavingPage,Error saving page '{0}' — {1},Error saving page '{0}': '{1}' - '{2}',錯誤保存頁面'{0}' -  {1}
mangoUI,ui.app.pathNotFound,"The path {0} was not found, please check the path and try again.","The path {0} was not found, please check the path and try again.",找不到路徑{0}，請檢查路徑然後重試。
mangoUI,ui.app.unauthorized,Unauthorized,Unauthorized,未經授權
mangoUI,ui.app.unauthorizedPath,You are not authorized to access this path.,You are not authorized to access this path.,您無權存取此路徑。
mangoUI,ui.app.insecureHash,"This user's password has been hashed using an old algorithm, please update the password.","This user's password has been hashed using an old algorithm, please update the password.",該用戶的密碼已使用舊算法哈希，請更新密碼。
mangoUI,ui.app.poweredBy,Powered by {0},Powered by {0},由{0}驅動
mangoUI,ui.app.clientErrorOccurredTransitioning,A client error occurred while transitioning to URL {0},A client error occurred while transitioning to URL {0},過渡到URL {0}時發生的客戶端端錯誤
